id|titulo|tipos|temas|fontes|descricao_do_conjunto_de_dados|descricao_do_tipo_de_arquivo|nome_arquivo|data_ref|data_lancamento
408|ShapeFile of the census tracts of the municipality Sapucaia do Sul / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Sapucaia do Sul / RS / South|Sapucaia_do_Sul.zip|2000|01/01/2004
409|ShapeFile of the census tracts of the municipality Sarzedo / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Sarzedo / MG / Southeast|Sarzedo.zip|2000|01/01/2004
410|ShapeFile of the census tracts of the municipality Satuba / AL / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Satuba / AL / Northeast|Satuba.zip|2000|01/01/2004
411|ShapeFile of the census tracts of the municipality Senador Canedo / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Senador Canedo / GO / Midwest|Senador_Canedo.zip|2000|01/01/2004
412|ShapeFile of the census tracts of the municipality Seropédica / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Seropédica / RJ / Southeast|Seropedica.zip|2000|01/01/2004
413|ShapeFile of the census tracts of the municipality Serra / ES / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Serra / ES / Southeast|Serra.zip|2000|01/01/2004
414|ShapeFile of the census tracts of the municipality Sete Lagoas / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Sete Lagoas / MG / Southeast|Sete_Lagoas.zip|2000|01/01/2004
415|ShapeFile of the census tracts of the municipality Silva Jardim / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Silva Jardim / RJ / Southeast|Silva_Jardim.zip|2000|01/01/2004
416|ShapeFile of the census tracts of the municipality Simões Filho / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Simões Filho / BA / Northeast|Simoes_Filho.zip|2000|01/01/2004
417|ShapeFile of the census tracts of the municipality Sobral / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Sobral / CE / Northeast|Sobral.zip|2000|01/01/2004
418|ShapeFile of the census tracts of the municipality Sorocaba / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Sorocaba / SP / Southeast|Sorocaba.zip|2000|01/01/2004
419|ShapeFile of the census tracts of the municipality Sumaré / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Sumaré / SP / Southeast|Sumare.zip|2000|01/01/2004
420|ShapeFile of the census tracts of the municipality Suzano / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Suzano / SP / Southeast|Suzano.zip|2000|01/01/2004
421|ShapeFile of the census tracts of the municipality Taboão da Serra / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Taboão da Serra / SP / Southeast|Taboao_da_Serra.zip|2000|01/01/2004
422|ShapeFile of the census tracts of the municipality Tanguá / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Tanguá / RJ / Southeast|Tangua.zip|2000|01/01/2004
423|ShapeFile of the census tracts of the municipality Taquara / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Taquara / RS / South|Taquara.zip|2000|01/01/2004
424|ShapeFile of the census tracts of the municipality Taquaraçu de Minas / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Taquaraçu de Minas / MG / Southeast|Taquaracu_de_Minas.zip|2000|01/01/2004
425|ShapeFile of the census tracts of the municipality Taubaté / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Taubaté / SP / Southeast|Taubate.zip|2000|01/01/2004
426|ShapeFile of the census tracts of the municipality Teresina / PI / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Teresina / PI / Northeast|Teresina.zip|2000|01/01/2004
427|ShapeFile of the census tracts of the municipality Teresópolis / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Teresópolis / RJ / Southeast|Teresopolis.zip|2000|01/01/2004
428|ShapeFile of the census tracts of the municipality Timon / MA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Timon / MA / Northeast|Timon.zip|2000|01/01/2004
429|ShapeFile of the census tracts of the municipality Timóteo / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Timóteo / MG / Southeast|Timoteo.zip|2000|01/01/2004
430|ShapeFile of the census tracts of the municipality Trindade / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Trindade / GO / Midwest|Trindade.zip|2000|01/01/2004
431|ShapeFile of the census tracts of the municipality Triunfo / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Triunfo / RS / South|Triunfo.zip|2000|01/01/2004
432|ShapeFile of the census tracts of the municipality Uberaba / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Uberaba / MG / Southeast|Uberaba.zip|2000|01/01/2004
433|ShapeFile of the census tracts of the municipality Uberlândia / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Uberlândia / MG / Southeast|Uberlandia.zip|2000|01/01/2004
434|ShapeFile of the census tracts of the municipality Unaí / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Unaí / MG / Southeast|Unai.zip|2000|01/01/2004
435|ShapeFile of the census tracts of the municipality União / PI / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||União / PI / Northeast|Uniao.zip|2000|01/01/2004
436|ShapeFile of the census tracts of the municipality Valinhos / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Valinhos / SP / Southeast|Valinhos.zip|2000|01/01/2004
437|ShapeFile of the census tracts of the municipality Valparaíso de Goiás / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Valparaíso de Goiás / GO / Midwest|Valparaiso_de_Goias.zip|2000|01/01/2004
438|ShapeFile of the census tracts of the municipality Vargem Grande Paulista / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vargem Grande Paulista / SP / Southeast|Vargem_Grande_Paulista.zip|2000|01/01/2004
439|ShapeFile of the census tracts of the municipality Várzea Grande / MT / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Várzea Grande / MT / Midwest|Varzea_Grande.zip|2000|01/01/2004
440|ShapeFile of the census tracts of the municipality Vera Cruz / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vera Cruz / BA / Northeast|Vera_Cruz.zip|2000|01/01/2004
441|ShapeFile of the census tracts of the municipality Vespasiano / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vespasiano / MG / Southeast|Vespasiano.zip|2000|01/01/2004
442|ShapeFile of the census tracts of the municipality Viamão / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Viamão / RS / South|Viamao.zip|2000|01/01/2004
443|ShapeFile of the census tracts of the municipality Viana / ES / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Viana / ES / Southeast|Viana.zip|2000|01/01/2004
444|ShapeFile of the census tracts of the municipality Vila Velha / ES / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vila Velha / ES / Southeast|Vila_Velha.zip|2000|01/01/2004
445|ShapeFile of the census tracts of the municipality Vinhedo / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vinhedo / SP / Southeast|Vinhedo.zip|2000|01/01/2004
446|ShapeFile of the census tracts of the municipality Vitória / ES / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vitória / ES / Southeast|Vitoria.zip|2000|01/01/2004
447|ShapeFile of the census tracts of the municipality Vitória da Conquista / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vitória da Conquista / BA / Northeast|Vitoria_da_Conquista.zip|2000|01/01/2004
448|ShapeFile of the census tracts of the municipality Volta Redonda / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Volta Redonda / RJ / Southeast|Volta_Redonda.zip|2000|01/01/2004
449|ShapeFile of the census tracts of the Metropolitan Region of Baixada Santista - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Baixada Santista|RmBXSsc.zip|2000|01/01/2004
450|ShapeFile of the census tracts of the Metropolitan Region of Belém - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Belém|RmBELsc.zip|2000|01/01/2004
451|ShapeFile of the census tracts of the Metropolitan Region of Belo Horizonte - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Belo Horizonte|RmBHZsc.zip|2000|01/01/2004
452|ShapeFile of the census tracts of the Metropolitan Region of Campinas - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Campinas|RmCAMsc.zip|2000|01/01/2004
453|ShapeFile of the census tracts of the Metropolitan Region of Curitiba - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Curitiba|RmCURsc.zip|2000|01/01/2004
454|ShapeFile of the census tracts of the Metropolitan Region of Distrito Federal e Entorno - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Distrito Federal e Entorno|RmDFEsc.zip|2000|01/01/2004
455|ShapeFile of the census tracts of the Metropolitan Region of Fortaleza - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Fortaleza|RmFORsc.zip|2000|01/01/2004
456|ShapeFile of the census tracts of the Metropolitan Region of Goiânia - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Goiânia|RmGOIsc.zip|2000|01/01/2004
457|ShapeFile of the census tracts of the Metropolitan Region of João Pessoa - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||João Pessoa|RmJPSsc.zip|2000|01/01/2004
458|ShapeFile of the census tracts of the Metropolitan Region of Maceió - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Maceió|RmMCEsc.zip|2000|01/01/2004
459|ShapeFile of the census tracts of the Metropolitan Region of Natal - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Natal|RmNATsc.zip|2000|01/01/2004
460|ShapeFile of the census tracts of the Metropolitan Region of Porto Alegre - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Porto Alegre|RmPOAsc.zip|2000|01/01/2004
461|ShapeFile of the census tracts of the Metropolitan Region of Recife - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Recife|RmRECsc.zip|2000|01/01/2004
462|ShapeFile of the census tracts of the Metropolitan Region of Rio de Janeiro - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio de Janeiro|RmRIOsc.zip|2000|01/01/2004
463|ShapeFile of the census tracts of the Metropolitan Region of Salvador - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Salvador|RmSSAsc.zip|2000|01/01/2004
464|ShapeFile of the census tracts of the Metropolitan Region of Sao Luís - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Sao Luís|RmSLUsc.zip|2000|01/01/2004
465|ShapeFile of the census tracts of the Metropolitan Region of São Paulo - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Paulo|RmSAOsc.zip|2000|01/01/2004
466|ShapeFile of the census tracts of the Metropolitan Region of Vitória - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vitória|RmVITsc.zip|2000|01/01/2004
467|ShapeFile of the Metropolitan Region of Baixada Santista divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Baixada Santista|CemRmBxs.zip|2000|01/01/2004
468|ShapeFile of the Metropolitan Region of Belém divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Belém|CemRmBel.zip|2000|01/01/2004
469|ShapeFile of the Metropolitan Region of Belo Horizonte divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Belo Horizonte|CemRmBhz.zip|2000|01/01/2004
470|ShapeFile of the Metropolitan Region of Campinas divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Campinas|CemRmCam.zip|2000|01/01/2004
471|ShapeFile of the Metropolitan Region of Carbonífera divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Carbonífera|CemRmCar.zip|2000|01/01/2004
472|ShapeFile of the Metropolitan Region of Cuiritiba divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cuiritiba|CemRmCur.zip|2000|01/01/2004
473|ShapeFile of the Metropolitan Region of Distrito Federal e Entorno divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Distrito Federal e Entorno|CemRmDfe.zip|2000|01/01/2004
474|ShapeFile of the Metropolitan Region of Florianópolis divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Florianópolis|CemRmFlo.zip|2000|01/01/2004
475|ShapeFile of the Metropolitan Region of Fortaleza divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Fortaleza|CemRmFor.zip|2000|01/01/2004
476|ShapeFile of the Metropolitan Region of Foz do Rio Itajaí divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Foz do Rio Itajaí|CemRmFri.zip|2000|01/01/2004
477|ShapeFile of the Metropolitan Region of Goiânia divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Goiânia|CemRmGoi.zip|2000|01/01/2004
478|ShapeFile of the Metropolitan Region of João Pessoa divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||João Pessoa|CemRmJps.zip|2000|01/01/2004
479|ShapeFile of the Metropolitan Region of Londrina divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Londrina|CemRmLon.zip|2000|01/01/2004
480|ShapeFile of the Metropolitan Region of Macapá divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Macapá|CemRmMpa.zip|2000|01/01/2004
481|ShapeFile of the Metropolitan Region of Maceió divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Maceió|CemRmMce.zip|2000|01/01/2004
482|ShapeFile of the Metropolitan Region of Maringá divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Maringá|CemRmMar.zip|2000|01/01/2004
483|ShapeFile of the Metropolitan Region of Natal divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Natal|CemRmNat.zip|2000|01/01/2004
484|ShapeFile of the Metropolitan Region of North-Northeast Catarinense divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||North-Northeast Catarinense|CemRmNnc.zip|2000|01/01/2004
485|ShapeFile of the Metropolitan Region of Petrolina e Juazeiro divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Petrolina e Juazeiro|CemRmPej.zip|2000|01/01/2004
486|ShapeFile of the Metropolitan Region of Porto Alegre divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Porto Alegre|CemRmPoa.zip|2000|01/01/2004
487|ShapeFile of the Metropolitan Region of Recife divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Recife|CemRmRec.zip|2000|01/01/2004
488|ShapeFile of the Metropolitan Region of Rio de Janeiro divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio de Janeiro|CemRmRio.zip|2000|01/01/2004
489|ShapeFile of the Metropolitan Region of Salvador divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Salvador|CemRmSsa.zip|2000|01/01/2004
490|ShapeFile of the Metropolitan Region of São Luís divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Luís|CemRmSlu.zip|2000|01/01/2004
491|ShapeFile of the Metropolitan Region of São Paulo divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Paulo|CemRmSao.zip|2000|01/01/2004
492|ShapeFile of the Metropolitan Region of Teresina divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Teresina|CemRmTer.zip|2000|01/01/2004
493|ShapeFile of the Metropolitan Region of Tubarão divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Tubarão|CemRmTub.zip|2000|01/01/2004
494|ShapeFile of the Metropolitan Region of Vale do Aço divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vale do Aço|CemRmVla.zip|2000|01/01/2004
495|ShapeFile of the Metropolitan Region of Vale do Itajaí divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vale do Itajaí|CemRmVli.zip|2000|01/01/2004
496|ShapeFile of the Metropolitan Region of Vitória divided into municipalities - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Vitória|CemRmVit.zip|2000|01/01/2004
497|"
Microdata dataset from the Demographic Census sample 1960"|No Cartographic|Demographic Census 1960|IBGE||Demographic Census 1960#Technical note#Comparability of information available in Censuses (1960-2010) e PNADs (1976, 1985, 1995 and 2005)|censo_1960.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|1960|01/01/2016
498|"
Microdata dataset from the Demographic Census sample 1970"|No Cartographic|Demographic Census 1970|IBGE||Demographic Census 1970#Technical note#Comparability of information available in Censuses (1960-2010) e PNADs (1976, 1985, 1995 and 2005)|censo_1970.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|1970|01/01/2016
499|Microdata dataset from the Demographic Census sample 1980|No Cartographic|Demographic Census 1980|IBGE||Demographic Census 1980#Technical note#Comparability of information available in Censuses (1960-2010) e PNADs (1976, 1985, 1995 and 2005)|censo_1980.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|1980|01/01/2016
500|Microdata dataset from the Demographic Census sample 1991|No Cartographic|Demographic Census 1991|IBGE||Demographic Census 1991#Technical note#Comparability of information available in Censuses (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|censo_1990.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|1991|01/01/2016
501|Microdata dataset from the Demographic Census sample 2000|No Cartographic|Demographic Census 2000|IBGE||Demographic Census 2000#Technical note#Comparability of information available in Censuses (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|censo_2000.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|2000|01/01/2016
502|Microdata dataset from the Demographic Census sample 2010|No Cartographic|Demographic Census 2010|IBGE||Demographic Census 2010#Technical note#Comparability of information available in Censuses (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|Censo_2010_2.7z#517-Instrucoes_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf|2010|01/01/2016
503|microdata dataset of the PNAD 1976|No Cartographic|PNAD|IBGE||Pnad 1976 (arquivo em formato 7z, com 26.527 Kb)#Comparability of information available in Censuses (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|1976.7z#830-wp.17.2014.pdf#830-wp.17.2014.pdf|1976|01/01/2016
504|microdata dataset of the PNAD 1977|No Cartographic|PNAD|IBGE||Pnad 1977 (file in 7z. format, with 14.970 Kb)|1977.7z|1977|01/01/2016
505|microdata dataset of the PNAD 1978|No Cartographic|PNAD|IBGE||Pnad 1978 (file in 7z. format, with 12.837 Kb)|1978.7z|1978|01/01/2016
506|microdata dataset of the PNAD 1979|No Cartographic|PNAD|IBGE||Pnad 1979 (file in 7z. format, with 13.781 Kb)|1979.7z|1979|01/01/2016
507|microdata dataset of the PNAD 1981|No Cartographic|PNAD|IBGE||Pnad 1981 (file in 7z. format, with 13.408 Kb)|PNAD_1981.rar|1981|01/01/2016
508|microdata dataset of the PNAD 1982|No Cartographic|PNAD|IBGE||Pnad 1982 (file in 7z. format, with 19.544 Kb)|PNAD_1982.rar|1982|01/01/2016
509|microdata dataset of the PNAD 1983|No Cartographic|PNAD|IBGE||Pnad 1983 (file in 7z. format, with 14.670 Kb)|PNAD_1983.rar|1983|01/01/2016
510|microdata dataset of the PNAD 1984|No Cartographic|PNAD|IBGE||Pnad 1984 (file in 7z. format, with 14.585 Kb)|PNAD_1984.rar|1984|01/01/2016
511|microdata dataset of the PNAD 1985|No Cartographic|PNAD|IBGE||Pnad 1985 (file in 7z. format, with 16.257 Kb)|PNAD_1985.rar#830-wp.17.2014.pdf|1985|01/01/2016
512|microdata dataset of the PNAD 1986|No Cartographic|PNAD|IBGE||Pnad 1986 (file in 7z. format, with 9.071 Kb)|pnad_1986.7z|1986|01/01/2016
513|microdata dataset of the PNAD 1987|No Cartographic|PNAD|IBGE||Pnad 1987 (file in 7z. format, with 8.368 Kb)|PNAD_1987.rar|1987|01/01/2016
514|microdata dataset of the PNAD 1988|No Cartographic|PNAD|IBGE||Pnad 1988 (arquivo em formato 7z, com 12.942 Kb)|PNAD_1988.rar|1988|01/01/2016
515|microdata dataset of the PNAD 1989|No Cartographic|PNAD|IBGE||Pnad 1989 (file in 7z. format, with 11.021 Kb)|PNAD_1989.rar|1989|01/01/2016
516|microdata dataset of the PNAD 1990|No Cartographic|PNAD|IBGE||Pnad 1990 (file in 7z. format, with 12.418 Kb)|PNAD_1990.rar|1990|01/01/2016
517|microdata dataset of the PNAD 1992|No Cartographic|PNAD|IBGE||Pnad 1992 (file in 7z. format, with 15.836 Kb)|PNAD_1992.rar|1992|01/01/2016
518|microdata dataset of the PNAD 1993|No Cartographic|PNAD|IBGE||Pnad 1993 (file in 7z. format, with 15.881 Kb)|PNAD_1993.rar|1993|01/01/2016
519|microdata dataset of the PNAD 1995|No Cartographic|PNAD|IBGE||Pnad 1995 (file in 7z. format, with 16.231 Kb)#Comparability of information available in Censuses (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|PNAD_1995.rar#830-wp.17.2014.pdf|1995|01/01/2016
520|microdata dataset of the PNAD 1996|No Cartographic|PNAD|IBGE||Pnad 1996 (file in 7z. format, with 17.836 Kb)|PNAD_1996.rar|1996|01/01/2016
521|microdata dataset of the PNAD 1997|No Cartographic|PNAD|IBGE||Pnad 1997 (file in 7z. format, with 16.535 Kb)|PNAD_1997.rar|1997|01/01/2016
522|microdata dataset of the PNAD 1998|No Cartographic|PNAD|IBGE||Pnad 1998 (file in 7z. format, with 19.562 Kb)|PNAD_1998.rar|1998|01/01/2016
523|microdata dataset of the PNAD 1999|No Cartographic|PNAD|IBGE||Pnad 1999 (file in 7z. format, with 16.050 Kb)|PNAD_1999.rar|1999|01/01/2016
524|microdata dataset of the PNAD 2001|No Cartographic|PNAD|IBGE||Pnad_2001 (file in 7z. format, with 47.291 Kb)|PNAD_2001.7z|2001|01/01/2016
525|microdata dataset of the PNAD 2002|No Cartographic|PNAD|IBGE||Pnad_2002 (file in 7z. format, with 46.633 Kb)|PNAD_2002.7z|2002|01/01/2016
526|microdata dataset of the PNAD 2003|No Cartographic|PNAD|IBGE||Pnad_2003 (file in 7z. format, with 58.355 KB)|PNAD_2003.7z|2003|01/01/2016
527|microdata dataset of the PNAD 2004|No Cartographic|PNAD|IBGE||Pnad_2004 (file in 7z. format, with 51.807 Kb)|PNAD_2004.7z|2004|01/01/2016
528|microdata dataset of the PNAD 2005|No Cartographic|PNAD|IBGE||Pnad_2005 (file in 7z. format, with 53.044 Kb)#Comparability of information available in Censuses (1960-2010) e PNADs (1976, 1985, 1995 e 2005)|PNAD_2005.7z#830-wp.17.2014.pdf|2005|01/01/2016
529|microdata dataset of the PNAD 2006|No Cartographic|PNAD|IBGE||Pnad_2006 (file in 7z. format, with 55.832 Kb)|PNAD_2006.7z|2006|01/01/2016
530|microdata dataset of the PNAD 2007|No Cartographic|PNAD|IBGE||Pnad_2007 (file in 7z. format, with 62.500 Kb)|PNAD_2007.7z|2007|01/01/2016
531|microdata dataset of the PNAD 2008|No Cartographic|PNAD|IBGE||Pnad_2008 (file in 7z. format, with85.601 Kb)|PNAD_2008.7z|2008|01/01/2016
532|microdata dataset of the PNAD 2009|No Cartographic|PNAD|IBGE||Pnad_2009 (file in 7z. format, with 64.899 Kb)|PNAD_2009.7z|2009|01/01/2016
533|microdata dataset of the PNAD 2011|No Cartographic|PNAD|IBGE||Pnad_2011 (file in 7z. format, with 56.203 Kb)|PNAD_2011.7z|2011|01/01/2016
534|microdata dataset of the PNAD 2012|No Cartographic|PNAD|IBGE||Pnad_2012 (file in 7z. format, with 55.729 Kb)|PNAD_2012.7z|2012|01/01/2016
535|microdata dataset of the PNAD 2013|No Cartographic|PNAD|IBGE||Pnad_2013 (file in 7z. format, with 57.806 Kb)|PNAD_2013.7z|2013|01/01/2016
536|microdata dataset of the PNAD 2014|No Cartographic|PNAD|IBGE||Pnad_2014 (file in 7z. format, with 64.688 Kb)|PNAD_2014_atual.7z|2014|01/01/2016
537|microdata dataset of the PNAD 2015|No Cartographic|PNAD|IBGE||Pnad_2015 (file in 7z. format, with 61.311 Kb)|PNAD_2015.7z|2015|01/01/2016
538|"
RMSP Vulnerability Map Data"|No Cartographic|Work and Income|Center for Metropolitan Studies#IBGE#Department of Social Welfare#SAS-PMSP|Data|Data|Mapa_da_Vulnerabilidade_2000_Dados.zip|2000|01/01/2004
539|Map of Social Vulnerability of the Municipality of São Paulo|No Cartographic|Work and Income|Center for Metropolitan Studies#IBGE#Department of Social Welfare#SAS-PMSP|"Groups of census tracts classified according to deprivation and family life cycle* - # municipality of São Paulo. 
Based on data from the 2000 IBGE Demographic Census"|São Paulo|1.3.0.SaoPaulo.pdf|2000|01/01/2004
540|Map of Social Vulnerability of the Municipality of São Paulo, districts of Perus|No Cartographic|Work and Income|Center for Metropolitan Studies#IBGE#Department of Social Welfare#SAS-PMSP|Groups of census tracts classified according to deprivation and family life cycle* - # municipality of São Paulo subdistricts of Perus. Based on data from the 2000 IBGE Demographic Census|Perus|1.3.1.Perus.pdf|2000|01/01/2004
541|Map of Social Vulnerability of the Municipality of São Paulo, districts of Pirituba|No Cartographic|Work and Income|Center for Metropolitan Studies#IBGE#Department of Social Welfare#SAS-PMSP|Groups of census tracts classified according to deprivation and family life cycle* - # municipality of São Paulo subdistricts of Pirituba. Based on data from the 2000 IBGE Demographic Census|Pirituba|1.3.2.Pirituba.pdf|2000|01/01/2004
542|Map of Social Vulnerability of the Municipality of São Paulo, districts of Brasilândia|No Cartographic|Work and Income|Center for Metropolitan Studies#IBGE#Department of Social Welfare#SAS-PMSP|Groups of census tracts classified according to deprivation and family life cycle* - # municipality of São Paulo subdistricts of Brasilândia. Based on data from the 2000 IBGE Demographic Census|Brasilândia|1.3.3.Brasilandia.pdf|2000|01/01/2004
543|Map of Social Vulnerability of the Municipality of São Paulo, districts of CasaVerde|No Cartographic|Work and Income|Center for Metropolitan Studies#IBGE#Department of Social Welfare#SAS-PMSP|Groups of census tracts classified according to deprivation and family life cycle* - # municipality of São Paulo subdistricts of CasaVerde. Based on data from the 2000 IBGE Demographic Census|CasaVerde|1.3.4.CasaVerde.pdf|2000|01/01/2004
