id|titulo|tipos|temas|fontes|descricao_do_conjunto_de_dados|descricao_do_tipo_de_arquivo|nome_arquivo|data_ref|data_lancamento
360|ShapeFile dos Setores censitários do município Rio Largo / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Largo / AL / Nordeste|Rio_Largo.zip|2000|01/01/2004
361|ShapeFile dos Setores censitários do município Rio Manso / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Manso / MG / Sudeste|Rio_Manso.zip|2000|01/01/2004
362|ShapeFile dos Setores censitários do município Rio Tinto / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Tinto / PB / Nordeste|Rio_Tinto.zip|2000|01/01/2004
363|ShapeFile dos Setores censitários do município Rondonópolis / MT / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rondonópolis / MT / Centro-Oeste|Rondonopolis.zip|2000|01/01/2004
364|ShapeFile dos Setores censitários do município Sabará / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Sabará / MG / Sudeste|Sabara.zip|2000|01/01/2004
365|ShapeFile dos Setores censitários do município Salesópolis / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Salesópolis / SP / Sudeste|Salesopolis.zip|2000|01/01/2004
366|ShapeFile dos Setores censitários do município Salvador / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Salvador / BA / Nordeste|Salvador.zip|2000|01/01/2004
367|ShapeFile dos Setores censitários do município Santa Bárbara do Pará / PA / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santa Bárbara do Pará / PA / Norte|Santa_Barbara_do_Para.zip|2000|01/01/2004
368|ShapeFile dos Setores censitários do município Santa Bárbara d'Oeste / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santa Bárbara d'Oeste / SP / Sudeste|Santa_Barbara_d'Oeste.zip|2000|01/01/2004
369|ShapeFile dos Setores censitários do município Santa Isabel / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santa Isabel / SP / Sudeste|Santa_Isabel.zip|2000|01/01/2004
370|ShapeFile dos Setores censitários do município Santa Luzia / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santa Luzia / MG / Sudeste|Santa_Luzia.zip|2000|01/01/2004
371|ShapeFile dos Setores censitários do município Santa Luzia do Norte / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santa Luzia do Norte / AL / Nordeste|Santa_Luzia_do_Norte.zip|2000|01/01/2004
372|ShapeFile dos Setores censitários do município Santa Maria / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santa Maria / RS / Sul|Santa_Maria.zip|2000|01/01/2004
373|ShapeFile dos Setores censitários do município Santa Rita / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santa Rita / PB / Nordeste|Santa_Rita.zip|2000|01/01/2004
374|ShapeFile dos Setores censitários do município Santana / AP / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santana / AP / Norte|Santana.zip|2000|01/01/2004
375|ShapeFile dos Setores censitários do município Santana de Parnaíba / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santana de Parnaíba / SP / Sudeste|Santana_de_Parnaiba.zip|2000|01/01/2004
376|ShapeFile dos Setores censitários do município Santana do Paraíso / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santana do Paraíso / MG / Sudeste|Santana_do_Paraiso.zip|2000|01/01/2004
377|ShapeFile dos Setores censitários do município Santarém / PA / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santarém / PA / Norte|Santarem.zip|2000|01/01/2004
378|ShapeFile dos Setores censitários do município Santo André / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santo André / SP / Sudeste|Santo_Andre.zip|2000|01/01/2004
379|ShapeFile dos Setores censitários do município Santo Antônio da Patrulha / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santo Antônio da Patrulha / RS / Sul|Santo_Antonio_da_Patrulha.zip|2000|01/01/2004
380|ShapeFile dos Setores censitários do município Santo Antônio de Goiás / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santo Antônio de Goiás / GO / Centro-Oeste|Santo_Antonio_de_Goias.zip|2000|01/01/2004
381|ShapeFile dos Setores censitários do município Santo Antônio de Posse / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santo Antônio de Posse / SP / Sudeste|Santo_Antonio_de_Posse.zip|2000|01/01/2004
382|ShapeFile dos Setores censitários do município Santo Antônio do Descoberto / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santo Antônio do Descoberto / GO / Centro-Oeste|Santo_Antonio_do_Descoberto.zip|2000|01/01/2004
383|ShapeFile dos Setores censitários do município Santos / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Santos / SP / Sudeste|Santos.zip|2000|01/01/2004
384|ShapeFile dos Setores censitários do município São Bernardo do Campo / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Bernardo do Campo / SP / Sudeste|Sao_Bernardo_do_Campo.zip|2000|01/01/2004
385|ShapeFile dos Setores censitários do município São Caetano do Sul / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Caetano do Sul / SP / Sudeste|Sao_Caetano_do_Sul.zip|2000|01/01/2004
386|ShapeFile dos Setores censitários do município São Carlos / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Carlos / SP / Sudeste|Sao_Carlos.zip|2000|01/01/2004
387|ShapeFile dos Setores censitários do município São Francisco do Conde / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Francisco do Conde / BA / Nordeste|Sao_Francisco_do_Conde.zip|2000|01/01/2004
388|ShapeFile dos Setores censitários do município São Gonçalo / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Gonçalo / RJ / Sudeste|Sao_Goncalo.zip|2000|01/01/2004
389|ShapeFile dos Setores censitários do município São Gonçalo do Amarante / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Gonçalo do Amarante / CE / Nordeste|Sao_Goncalo_do_Amarante_CE.zip|2000|01/01/2004
390|ShapeFile dos Setores censitários do município São Gonçalo do Amarante / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Gonçalo do Amarante / RN / Nordeste|Sao_Goncalo_do_Amarante_RN.zip|2000|01/01/2004
391|ShapeFile dos Setores censitários do município São Jerônimo / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Jerônimo / RS / Sul|Sao_Jeronimo.zip|2000|01/01/2004
392|ShapeFile dos Setores censitários do município São João de Meriti / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São João de Meriti / RJ / Sudeste|Sao_Joao_de_Meriti.zip|2000|01/01/2004
393|ShapeFile dos Setores censitários do município São Joaquim de Bicas / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Joaquim de Bicas / MG / Sudeste|Sao_Joaquim_de_Bicas.zip|2000|01/01/2004
394|ShapeFile dos Setores censitários do município São José / SC / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São José / SC / Sul|Sao_Jose.zip|2000|01/01/2004
395|ShapeFile dos Setores censitários do município São José da Lapa / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São José da Lapa / MG / Sudeste|Sao_Jose_da_Lapa.zip|2000|01/01/2004
396|ShapeFile dos Setores censitários do município São José de Mipibu / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São José de Mipibu / RN / Nordeste|Sao_Jose_de_Mipibu.zip|2000|01/01/2004
397|ShapeFile dos Setores censitários do município São José de Ribamar / MA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São José de Ribamar / MA / Nordeste|Sao_Jose_de_Ribamar.zip|2000|01/01/2004
398|ShapeFile dos Setores censitários do município São José do Rio Preto / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São José do Rio Preto / SP / Sudeste|Sao_Jose_do_Rio_Preto.zip|2000|01/01/2004
399|ShapeFile dos Setores censitários do município São José dos Campos / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São José dos Campos / SP / Sudeste|Sao_Jose_dos_Campos.zip|2000|01/01/2004
400|ShapeFile dos Setores censitários do município São José dos Pinhais / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São José dos Pinhais / PR / Sul|Sao_Jose_dos_Pinhais.zip|2000|01/01/2004
401|ShapeFile dos Setores censitários do município São Leopoldo / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Leopoldo / RS / Sul|Sao_Leopoldo.zip|2000|01/01/2004
402|ShapeFile dos Setores censitários do município São Lourenço da Mata / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Lourenço da Mata / PE / Nordeste|Sao_Lourenco_da_Mata.zip|2000|01/01/2004
403|ShapeFile dos Setores censitários do município São Lourenço da Serra / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Lourenço da Serra / SP / Sudeste|Sao_Lourenco_da_Serra.zip|2000|01/01/2004
404|ShapeFile dos Setores censitários do município São Luís / MA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Luís / MA / Nordeste|Sao_Luis.zip|2000|01/01/2004
405|ShapeFile dos Setores censitários do município São Paulo / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Paulo / SP / Sudeste|Sao_Paulo.zip|2000|01/01/2004
406|ShapeFile dos Setores censitários do município São Vicente / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Vicente / SP / Sudeste|Sao_Vicente.zip|2000|01/01/2004
407|ShapeFile dos Setores censitários do município Sapiranga / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Sapiranga / RS / Sul|Sapiranga.zip|2000|01/01/2004
408|ShapeFile dos Setores censitários do município Sapucaia do Sul / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Sapucaia do Sul / RS / Sul|Sapucaia_do_Sul.zip|2000|01/01/2004
409|ShapeFile dos Setores censitários do município Sarzedo / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Sarzedo / MG / Sudeste|Sarzedo.zip|2000|01/01/2004
410|ShapeFile dos Setores censitários do município Satuba / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Satuba / AL / Nordeste|Satuba.zip|2000|01/01/2004
411|ShapeFile dos Setores censitários do município Senador Canedo / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Senador Canedo / GO / Centro-Oeste|Senador_Canedo.zip|2000|01/01/2004
412|ShapeFile dos Setores censitários do município Seropédica / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Seropédica / RJ / Sudeste|Seropedica.zip|2000|01/01/2004
413|ShapeFile dos Setores censitários do município Serra / ES / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Serra / ES / Sudeste|Serra.zip|2000|01/01/2004
414|ShapeFile dos Setores censitários do município Sete Lagoas / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Sete Lagoas / MG / Sudeste|Sete_Lagoas.zip|2000|01/01/2004
415|ShapeFile dos Setores censitários do município Silva Jardim / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Silva Jardim / RJ / Sudeste|Silva_Jardim.zip|2000|01/01/2004
416|ShapeFile dos Setores censitários do município Simões Filho / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Simões Filho / BA / Nordeste|Simoes_Filho.zip|2000|01/01/2004
417|ShapeFile dos Setores censitários do município Sobral / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Sobral / CE / Nordeste|Sobral.zip|2000|01/01/2004
418|ShapeFile dos Setores censitários do município Sorocaba / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Sorocaba / SP / Sudeste|Sorocaba.zip|2000|01/01/2004
419|ShapeFile dos Setores censitários do município Sumaré / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Sumaré / SP / Sudeste|Sumare.zip|2000|01/01/2004
420|ShapeFile dos Setores censitários do município Suzano / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Suzano / SP / Sudeste|Suzano.zip|2000|01/01/2004
421|ShapeFile dos Setores censitários do município Taboão da Serra / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Taboão da Serra / SP / Sudeste|Taboao_da_Serra.zip|2000|01/01/2004
422|ShapeFile dos Setores censitários do município Tanguá / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Tanguá / RJ / Sudeste|Tangua.zip|2000|01/01/2004
423|ShapeFile dos Setores censitários do município Taquara / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Taquara / RS / Sul|Taquara.zip|2000|01/01/2004
424|ShapeFile dos Setores censitários do município Taquaraçu de Minas / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Taquaraçu de Minas / MG / Sudeste|Taquaracu_de_Minas.zip|2000|01/01/2004
425|ShapeFile dos Setores censitários do município Taubaté / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Taubaté / SP / Sudeste|Taubate.zip|2000|01/01/2004
426|ShapeFile dos Setores censitários do município Teresina / PI / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Teresina / PI / Nordeste|Teresina.zip|2000|01/01/2004
427|ShapeFile dos Setores censitários do município Teresópolis / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Teresópolis / RJ / Sudeste|Teresopolis.zip|2000|01/01/2004
428|ShapeFile dos Setores censitários do município Timon / MA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Timon / MA / Nordeste|Timon.zip|2000|01/01/2004
429|ShapeFile dos Setores censitários do município Timóteo / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Timóteo / MG / Sudeste|Timoteo.zip|2000|01/01/2004
430|ShapeFile dos Setores censitários do município Trindade / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Trindade / GO / Centro-Oeste|Trindade.zip|2000|01/01/2004
431|ShapeFile dos Setores censitários do município Triunfo / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Triunfo / RS / Sul|Triunfo.zip|2000|01/01/2004
432|ShapeFile dos Setores censitários do município Uberaba / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Uberaba / MG / Sudeste|Uberaba.zip|2000|01/01/2004
433|ShapeFile dos Setores censitários do município Uberlândia / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Uberlândia / MG / Sudeste|Uberlandia.zip|2000|01/01/2004
434|ShapeFile dos Setores censitários do município Unaí / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Unaí / MG / Sudeste|Unai.zip|2000|01/01/2004
435|ShapeFile dos Setores censitários do município União / PI / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||União / PI / Nordeste|Uniao.zip|2000|01/01/2004
436|ShapeFile dos Setores censitários do município Valinhos / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Valinhos / SP / Sudeste|Valinhos.zip|2000|01/01/2004
437|ShapeFile dos Setores censitários do município Valparaíso de Goiás / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Valparaíso de Goiás / GO / Centro-Oeste|Valparaiso_de_Goias.zip|2000|01/01/2004
438|ShapeFile dos Setores censitários do município Vargem Grande Paulista / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vargem Grande Paulista / SP / Sudeste|Vargem_Grande_Paulista.zip|2000|01/01/2004
439|ShapeFile dos Setores censitários do município Várzea Grande / MT / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Várzea Grande / MT / Centro-Oeste|Varzea_Grande.zip|2000|01/01/2004
440|ShapeFile dos Setores censitários do município Vera Cruz / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vera Cruz / BA / Nordeste|Vera_Cruz.zip|2000|01/01/2004
441|ShapeFile dos Setores censitários do município Vespasiano / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vespasiano / MG / Sudeste|Vespasiano.zip|2000|01/01/2004
442|ShapeFile dos Setores censitários do município Viamão / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Viamão / RS / Sul|Viamao.zip|2000|01/01/2004
443|ShapeFile dos Setores censitários do município Viana / ES / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Viana / ES / Sudeste|Viana.zip|2000|01/01/2004
444|ShapeFile dos Setores censitários do município Vila Velha / ES / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vila Velha / ES / Sudeste|Vila_Velha.zip|2000|01/01/2004
445|ShapeFile dos Setores censitários do município Vinhedo / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vinhedo / SP / Sudeste|Vinhedo.zip|2000|01/01/2004
446|ShapeFile dos Setores censitários do município Vitória / ES / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vitória / ES / Sudeste|Vitoria.zip|2000|01/01/2004
447|ShapeFile dos Setores censitários do município Vitória da Conquista / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vitória da Conquista / BA / Nordeste|Vitoria_da_Conquista.zip|2000|01/01/2004
448|ShapeFile dos Setores censitários do município Volta Redonda / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Volta Redonda / RJ / Sudeste|Volta_Redonda.zip|2000|01/01/2004
449|ShapeFile dos Setores censitários da Região Metropolitana da Baixada Santista - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Baixada Santista|RmBXSsc.zip|2000|01/01/2004
450|ShapeFile dos Setores censitários da Região Metropolitana de Belém - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Belém|RmBELsc.zip|2000|01/01/2004
451|ShapeFile dos Setores censitários da Região Metropolitana de Belo Horizonte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Belo Horizonte|RmBHZsc.zip|2000|01/01/2004
452|ShapeFile dos Setores censitários da Região Metropolitana de Campinas - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campinas|RmCAMsc.zip|2000|01/01/2004
453|ShapeFile dos Setores censitários da Região Metropolitana de Curitiba - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Curitiba|RmCURsc.zip|2000|01/01/2004
454|ShapeFile dos Setores censitários da Região Metropolitana do Distrito Federal e Entorno - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Distrito Federal e Entorno|RmDFEsc.zip|2000|01/01/2004
455|ShapeFile dos Setores censitários da Região Metropolitana de Fortaleza - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Fortaleza|RmFORsc.zip|2000|01/01/2004
456|ShapeFile dos Setores censitários da Região Metropolitana de Goiânia - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Goiânia|RmGOIsc.zip|2000|01/01/2004
457|ShapeFile dos Setores censitários da Região Metropolitana de João Pessoa - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||João Pessoa|RmJPSsc.zip|2000|01/01/2004
458|ShapeFile dos Setores censitários da Região Metropolitana de Maceió - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Maceió|RmMCEsc.zip|2000|01/01/2004
459|ShapeFile dos Setores censitários da Região Metropolitana de Natal - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Natal|RmNATsc.zip|2000|01/01/2004
460|ShapeFile dos Setores censitários da Região Metropolitana de Porto Alegre - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Porto Alegre|RmPOAsc.zip|2000|01/01/2004
461|ShapeFile dos Setores censitários da Região Metropolitana de Recife - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Recife|RmRECsc.zip|2000|01/01/2004
462|ShapeFile dos Setores censitários da Região Metropolitana de Rio de Janeiro - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio de Janeiro|RmRIOsc.zip|2000|01/01/2004
463|ShapeFile dos Setores censitários da Região Metropolitana de Salvador - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Salvador|RmSSAsc.zip|2000|01/01/2004
464|ShapeFile dos Setores censitários da Região Metropolitana de Sao Luís - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Sao Luís|RmSLUsc.zip|2000|01/01/2004
465|ShapeFile dos Setores censitários da Região Metropolitana de São Paulo - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||São Paulo|RmSAOsc.zip|2000|01/01/2004
466|ShapeFile dos Setores censitários da Região Metropolitana de Vitória - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Vitória|RmVITsc.zip|2000|01/01/2004
467|ShapeFile da Região Metropolitana da Baixada Santista divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Baixada Santista|CemRmBxs.zip|2000|01/01/2004
468|ShapeFile da Região Metropolitana de Belém divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Belém|CemRmBel.zip|2000|01/01/2004
469|ShapeFile da Região Metropolitana de Belo Horizonte divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Belo Horizonte|CemRmBhz.zip|2000|01/01/2004
470|ShapeFile da Região Metropolitana de Campinas divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campinas|CemRmCam.zip|2000|01/01/2004
471|ShapeFile da Região Metropolitana de Carbonífera divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Carbonífera|CemRmCar.zip|2000|01/01/2004
472|ShapeFile da Região Metropolitana de Cuiritiba divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cuiritiba|CemRmCur.zip|2000|01/01/2004
473|ShapeFile da Região Metropolitana de Distrito Federal e Entorno divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Distrito Federal e Entorno|CemRmDfe.zip|2000|01/01/2004
474|ShapeFile da Região Metropolitana de Florianópolis divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Florianópolis|CemRmFlo.zip|2000|01/01/2004
475|ShapeFile da Região Metropolitana de Fortaleza divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Fortaleza|CemRmFor.zip|2000|01/01/2004
476|ShapeFile da Região Metropolitana de Foz do Rio Itajaí divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Foz do Rio Itajaí|CemRmFri.zip|2000|01/01/2004
477|ShapeFile da Região Metropolitana de Goiânia divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Goiânia|CemRmGoi.zip|2000|01/01/2004
478|ShapeFile da Região Metropolitana de João Pessoa divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||João Pessoa|CemRmJps.zip|2000|01/01/2004
479|ShapeFile da Região Metropolitana de Londrina divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Londrina|CemRmLon.zip|2000|01/01/2004
480|ShapeFile da Região Metropolitana de Macapá divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Macapá|CemRmMpa.zip|2000|01/01/2004
481|ShapeFile da Região Metropolitana de Maceió divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Maceió|CemRmMce.zip|2000|01/01/2004
482|ShapeFile da Região Metropolitana de Maringá divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Maringá|CemRmMar.zip|2000|01/01/2004
483|ShapeFile da Região Metropolitana de Natal divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Natal|CemRmNat.zip|2000|01/01/2004
484|ShapeFile da Região Metropolitana de Norte-Nordeste Catarinense divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Norte-Nordeste Catarinense|CemRmNnc.zip|2000|01/01/2004
485|ShapeFile da Região Metropolitana de Petrolina e Juazeiro divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Petrolina e Juazeiro|CemRmPej.zip|2000|01/01/2004
486|ShapeFile da Região Metropolitana de Porto Alegre divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Porto Alegre|CemRmPoa.zip|2000|01/01/2004
487|ShapeFile da Região Metropolitana de Recife divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Recife|CemRmRec.zip|2000|01/01/2004
488|ShapeFile da Região Metropolitana de Rio de Janeiro divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio de Janeiro|CemRmRio.zip|2000|01/01/2004
489|ShapeFile da Região Metropolitana de Salvador divididas em Municípios - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Salvador|CemRmSsa.zip|2000|01/01/2004
